id_lectura,sensor_id,humedad_suelo,temperatura_suelo,conductividad_electrica,timestamp
1041,1,37.41,16.1,1.081,2025-10-27 00:00:00
1042,1,35.78,16.8,1.064,2025-10-27 06:00:00
1043,1,33.54,20.9,0.977,2025-10-27 12:00:00
1044,1,35.69,19.2,1.015,2025-10-27 18:00:00
1045,5,52.37,18.1,1.102,2025-10-27 00:00:00
1046,5,51.03,18.9,1.029,2025-10-27 06:00:00
1047,5,48.11,22.5,1.04,2025-10-27 12:00:00
1048,5,50.6,21.5,1.103,2025-10-27 18:00:00
1049,7,55.57,17.7,1.104,2025-10-27 00:00:00
1050,7,54.1,19.3,1.242,2025-10-27 06:00:00
1051,7,51.91,22.4,1.108,2025-10-27 12:00:00
1052,7,55.3,21.2,1.196,2025-10-27 18:00:00
1053,10,36.09,14.8,1.045,2025-10-27 00:00:00
1054,10,36.04,16.8,0.967,2025-10-27 06:00:00
1055,10,33.07,20.9,0.967,2025-10-27 12:00:00
1056,10,36.74,17.9,0.978,2025-10-27 18:00:00
1057,13,39.84,17.2,1.067,2025-10-27 00:00:00
1058,13,41.32,17.9,1.064,2025-10-27 06:00:00
1059,13,36.39,20.5,1.061,2025-10-27 12:00:00
1060,13,40.33,20.7,0.973,2025-10-27 18:00:00
1061,17,56.45,17.5,1.206,2025-10-27 00:00:00
1062,17,54.46,19.5,1.049,2025-10-27 06:00:00
1063,17,52.0,23.5,1.095,2025-10-27 12:00:00
1064,17,56.61,21.2,1.048,2025-10-27 18:00:00
1065,20,47.39,18.6,1.194,2025-10-27 00:00:00
1066,20,47.52,19.5,1.139,2025-10-27 06:00:00
1067,20,45.29,23.1,1.017,2025-10-27 12:00:00
1068,20,47.81,22.0,1.045,2025-10-27 18:00:00
1069,23,40.13,19.2,1.026,2025-10-27 00:00:00
1070,23,38.81,20.1,1.047,2025-10-27 06:00:00
1071,23,35.27,22.8,1.058,2025-10-27 12:00:00
1072,23,39.26,21.6,0.968,2025-10-27 18:00:00
1073,25,30.29,17.1,1.0,2025-10-27 00:00:00
1074,25,31.24,17.4,1.045,2025-10-27 06:00:00
1075,25,28.34,21.3,0.98,2025-10-27 12:00:00
1076,25,29.7,20.2,1.054,2025-10-27 18:00:00
1077,29,58.47,18.9,1.074,2025-10-27 00:00:00
1078,29,56.3,19.4,1.089,2025-10-27 06:00:00
1079,29,54.51,22.6,1.059,2025-10-27 12:00:00
1080,29,56.86,21.7,1.076,2025-10-27 18:00:00
1081,1,47.19,19.8,1.14,2025-10-28 00:00:00
1082,1,45.01,21.2,1.069,2025-10-28 06:00:00
1083,1,42.8,25.5,1.003,2025-10-28 12:00:00
1084,1,44.77,23.9,1.039,2025-10-28 18:00:00
1085,5,59.43,20.1,1.194,2025-10-28 00:00:00
1086,5,57.54,21.9,1.113,2025-10-28 06:00:00
1087,5,54.05,25.4,1.021,2025-10-28 12:00:00
1088,5,57.63,24.1,1.155,2025-10-28 18:00:00
1089,7,64.54,21.4,1.108,2025-10-28 00:00:00
1090,7,62.26,22.1,1.072,2025-10-28 06:00:00
1091,7,61.05,25.8,1.083,2025-10-28 12:00:00
1092,7,63.84,24.8,1.194,2025-10-28 18:00:00
1093,10,46.23,19.4,1.091,2025-10-28 00:00:00
1094,10,45.44,20.5,1.178,2025-10-28 06:00:00
1095,10,42.07,24.3,1.019,2025-10-28 12:00:00
1096,10,45.16,21.9,1.044,2025-10-28 18:00:00
1097,13,49.14,18.1,1.197,2025-10-28 00:00:00
1098,13,47.36,19.9,1.092,2025-10-28 06:00:00
1099,13,45.26,23.4,1.081,2025-10-28 12:00:00
1100,13,47.14,22.1,1.049,2025-10-28 18:00:00
1101,17,65.03,19.5,1.206,2025-10-28 00:00:00
1102,17,62.69,20.5,1.108,2025-10-28 06:00:00
1103,17,60.39,23.1,1.216,2025-10-28 12:00:00
1104,17,64.37,22.3,1.24,2025-10-28 18:00:00
1105,20,57.18,19.4,1.124,2025-10-28 00:00:00
1106,20,55.43,20.9,1.099,2025-10-28 06:00:00
1107,20,52.95,23.4,0.993,2025-10-28 12:00:00
1108,20,55.66,22.7,1.147,2025-10-28 18:00:00
1109,23,44.87,18.1,1.132,2025-10-28 00:00:00
1110,23,43.03,19.2,1.002,2025-10-28 06:00:00
1111,23,40.56,22.8,1.048,2025-10-28 12:00:00
1112,23,42.39,20.8,0.943,2025-10-28 18:00:00
1113,25,39.14,20.8,1.021,2025-10-28 00:00:00
1114,25,36.81,21.5,0.953,2025-10-28 06:00:00
1115,25,35.26,25.0,1.046,2025-10-28 12:00:00
1116,25,36.04,22.8,0.972,2025-10-28 18:00:00
1117,29,65.0,19.9,1.247,2025-10-28 00:00:00
1118,29,64.13,21.8,1.199,2025-10-28 06:00:00
1119,29,60.97,24.0,1.088,2025-10-28 12:00:00
1120,29,64.92,23.7,1.282,2025-10-28 18:00:00
1121,1,43.95,20.1,1.157,2025-10-29 00:00:00
1122,1,44.37,21.2,1.115,2025-10-29 06:00:00
1123,1,41.88,24.6,1.096,2025-10-29 12:00:00
1124,1,42.78,23.0,1.053,2025-10-29 18:00:00
1125,5,56.09,19.9,1.104,2025-10-29 00:00:00
1126,5,55.94,21.2,1.113,2025-10-29 06:00:00
1127,5,52.95,24.7,1.199,2025-10-29 12:00:00
1128,5,54.75,23.5,1.152,2025-10-29 18:00:00
1129,7,62.45,18.6,1.186,2025-10-29 00:00:00
1130,7,61.32,20.0,1.116,2025-10-29 06:00:00
1131,7,60.05,23.1,1.176,2025-10-29 12:00:00
1132,7,61.71,22.8,1.156,2025-10-29 18:00:00
1133,10,46.14,20.5,1.03,2025-10-29 00:00:00
1134,10,44.05,21.0,1.05,2025-10-29 06:00:00
1135,10,43.61,24.6,1.004,2025-10-29 12:00:00
1136,10,45.46,24.0,1.01,2025-10-29 18:00:00
1137,13,48.91,21.4,1.154,2025-10-29 00:00:00
1138,13,46.84,23.0,1.141,2025-10-29 06:00:00
1139,13,43.76,26.4,1.053,2025-10-29 12:00:00
1140,13,47.24,24.5,1.088,2025-10-29 18:00:00
1141,17,62.08,21.7,1.134,2025-10-29 00:00:00
1142,17,62.23,22.1,1.129,2025-10-29 06:00:00
1143,17,60.81,25.6,1.153,2025-10-29 12:00:00
1144,17,62.81,24.5,1.129,2025-10-29 18:00:00
1145,20,55.39,20.6,1.167,2025-10-29 00:00:00
1146,20,52.69,22.5,1.036,2025-10-29 06:00:00
1147,20,51.47,25.4,1.075,2025-10-29 12:00:00
1148,20,53.49,23.8,1.125,2025-10-29 18:00:00
1149,23,40.9,19.9,1.003,2025-10-29 00:00:00
1150,23,38.92,20.9,1.011,2025-10-29 06:00:00
1151,23,38.08,24.5,0.995,2025-10-29 12:00:00
1152,23,39.67,23.2,0.979,2025-10-29 18:00:00
1153,25,38.51,20.6,1.03,2025-10-29 00:00:00
1154,25,38.32,20.7,0.991,2025-10-29 06:00:00
1155,25,35.34,25.1,0.943,2025-10-29 12:00:00
1156,25,37.25,22.6,1.031,2025-10-29 18:00:00
1157,29,64.12,20.0,1.231,2025-10-29 00:00:00
1158,29,61.71,22.0,1.096,2025-10-29 06:00:00
1159,29,58.59,25.5,1.115,2025-10-29 12:00:00
1160,29,61.49,22.7,1.226,2025-10-29 18:00:00
1161,1,43.68,26.3,1.061,2025-10-30 00:00:00
1162,1,41.18,28.5,1.133,2025-10-30 06:00:00
1163,1,38.56,32.6,1.049,2025-10-30 12:00:00
1164,1,42.77,30.4,1.02,2025-10-30 18:00:00
1165,5,54.18,29.0,1.167,2025-10-30 00:00:00
1166,5,52.57,28.3,1.142,2025-10-30 06:00:00
1167,5,50.14,32.3,0.959,2025-10-30 12:00:00
1168,5,54.26,31.9,1.114,2025-10-30 18:00:00
1169,7,59.29,28.9,1.075,2025-10-30 00:00:00
1170,7,58.72,29.8,1.184,2025-10-30 06:00:00
1171,7,56.94,33.8,1.177,2025-10-30 12:00:00
1172,7,61.13,31.8,1.12,2025-10-30 18:00:00
1173,10,44.52,28.0,1.103,2025-10-30 00:00:00
1174,10,43.35,28.9,1.143,2025-10-30 06:00:00
1175,10,40.79,32.7,1.077,2025-10-30 12:00:00
1176,10,42.67,31.4,1.003,2025-10-30 18:00:00
1177,13,47.73,28.8,1.075,2025-10-30 00:00:00
1178,13,45.07,30.4,1.035,2025-10-30 06:00:00
1179,13,42.71,33.5,1.016,2025-10-30 12:00:00
1180,13,45.28,30.9,1.048,2025-10-30 18:00:00
1181,17,61.86,27.8,1.161,2025-10-30 00:00:00
1182,17,60.35,29.6,1.168,2025-10-30 06:00:00
1183,17,57.57,31.9,1.073,2025-10-30 12:00:00
1184,17,60.98,31.2,1.195,2025-10-30 18:00:00
1185,20,53.85,27.9,1.093,2025-10-30 00:00:00
1186,20,52.06,29.1,1.13,2025-10-30 06:00:00
1187,20,49.65,32.4,1.217,2025-10-30 12:00:00
1188,20,53.03,31.3,1.124,2025-10-30 18:00:00
1189,23,40.51,27.1,1.054,2025-10-30 00:00:00
1190,23,38.68,30.5,1.033,2025-10-30 06:00:00
1191,23,36.12,33.2,0.964,2025-10-30 12:00:00
1192,23,39.95,31.9,1.088,2025-10-30 18:00:00
1193,25,38.43,27.8,1.031,2025-10-30 00:00:00
1194,25,36.85,29.3,1.007,2025-10-30 06:00:00
1195,25,34.62,31.5,0.964,2025-10-30 12:00:00
1196,25,37.09,31.1,1.01,2025-10-30 18:00:00
1197,29,60.38,27.1,1.226,2025-10-30 00:00:00
1198,29,58.11,29.2,1.085,2025-10-30 06:00:00
1199,29,57.18,32.7,1.162,2025-10-30 12:00:00
1200,29,58.35,31.0,1.091,2025-10-30 18:00:00
1201,1,41.22,26.8,1.079,2025-10-31 00:00:00
1202,1,39.99,27.6,0.876,2025-10-31 06:00:00
1203,1,36.48,31.9,1.017,2025-10-31 12:00:00
1204,1,39.36,30.3,1.031,2025-10-31 18:00:00
1205,5,52.25,25.1,1.077,2025-10-31 00:00:00
1206,5,50.56,24.9,1.077,2025-10-31 06:00:00
1207,5,47.29,28.7,1.081,2025-10-31 12:00:00
1208,5,51.2,28.4,1.199,2025-10-31 18:00:00
1209,7,59.01,24.9,1.114,2025-10-31 00:00:00
1210,7,58.48,26.2,1.184,2025-10-31 06:00:00
1211,7,54.47,29.8,1.11,2025-10-31 12:00:00
1212,7,57.17,28.9,1.074,2025-10-31 18:00:00
1213,10,45.13,25.5,1.129,2025-10-31 00:00:00
1214,10,42.92,26.3,1.092,2025-10-31 06:00:00
1215,10,40.78,29.6,1.061,2025-10-31 12:00:00
1216,10,44.24,29.6,1.047,2025-10-31 18:00:00
1217,13,45.44,25.5,1.0,2025-10-31 00:00:00
1218,13,44.51,27.7,1.057,2025-10-31 06:00:00
1219,13,41.6,30.5,1.079,2025-10-31 12:00:00
1220,13,44.68,29.6,1.027,2025-10-31 18:00:00
1221,17,59.62,25.0,1.275,2025-10-31 00:00:00
1222,17,57.89,26.7,1.178,2025-10-31 06:00:00
1223,17,55.57,30.2,1.1,2025-10-31 12:00:00
1224,17,58.91,28.5,1.167,2025-10-31 18:00:00
1225,20,50.92,23.9,1.09,2025-10-31 00:00:00
1226,20,49.56,26.2,1.1,2025-10-31 06:00:00
1227,20,49.0,30.9,1.151,2025-10-31 12:00:00
1228,20,50.13,27.9,1.144,2025-10-31 18:00:00
1229,23,41.86,24.3,1.03,2025-10-31 00:00:00
1230,23,40.23,25.3,1.102,2025-10-31 06:00:00
1231,23,38.36,29.3,1.05,2025-10-31 12:00:00
1232,23,40.0,27.4,1.019,2025-10-31 18:00:00
1233,25,37.35,25.8,1.037,2025-10-31 00:00:00
1234,25,35.18,26.3,1.011,2025-10-31 06:00:00
1235,25,33.46,30.5,0.952,2025-10-31 12:00:00
1236,25,37.46,28.8,1.003,2025-10-31 18:00:00
1237,29,58.06,25.9,1.103,2025-10-31 00:00:00
1238,29,56.74,26.7,1.127,2025-10-31 06:00:00
1239,29,53.54,30.7,1.188,2025-10-31 12:00:00
1240,29,55.26,29.1,1.174,2025-10-31 18:00:00
1241,1,41.67,25.4,1.025,2025-11-01 00:00:00
1242,1,38.68,26.3,0.968,2025-11-01 06:00:00
1243,1,36.92,30.2,0.912,2025-11-01 12:00:00
1244,1,40.77,28.7,1.022,2025-11-01 18:00:00
1245,5,51.77,24.9,1.1,2025-11-01 00:00:00
1246,5,51.46,25.3,1.196,2025-11-01 06:00:00
1247,5,50.22,28.8,1.035,2025-11-01 12:00:00
1248,5,51.58,27.8,1.121,2025-11-01 18:00:00
1249,7,56.98,24.4,1.132,2025-11-01 00:00:00
1250,7,56.06,26.1,1.162,2025-11-01 06:00:00
1251,7,52.96,29.1,1.112,2025-11-01 12:00:00
1252,7,55.96,27.8,1.124,2025-11-01 18:00:00
1253,10,45.74,23.6,1.024,2025-11-01 00:00:00
1254,10,41.35,23.9,0.979,2025-11-01 06:00:00
1255,10,42.12,28.2,1.072,2025-11-01 12:00:00
1256,10,41.74,26.0,1.095,2025-11-01 18:00:00
1257,13,45.07,24.5,1.08,2025-11-01 00:00:00
1258,13,45.66,24.4,1.108,2025-11-01 06:00:00
1259,13,41.65,29.2,1.017,2025-11-01 12:00:00
1260,13,44.21,27.8,1.221,2025-11-01 18:00:00
1261,17,57.66,23.9,1.129,2025-11-01 00:00:00
1262,17,57.11,25.2,1.195,2025-11-01 06:00:00
1263,17,54.92,28.9,1.122,2025-11-01 12:00:00
1264,17,58.31,28.2,1.15,2025-11-01 18:00:00
1265,20,53.09,24.2,1.138,2025-11-01 00:00:00
1266,20,49.91,24.8,1.09,2025-11-01 06:00:00
1267,20,46.68,29.8,1.018,2025-11-01 12:00:00
1268,20,49.63,26.9,1.162,2025-11-01 18:00:00
1269,23,42.25,24.6,1.173,2025-11-01 00:00:00
1270,23,42.07,24.9,1.134,2025-11-01 06:00:00
1271,23,38.63,29.0,0.947,2025-11-01 12:00:00
1272,23,40.69,26.9,1.086,2025-11-01 18:00:00
1273,25,36.85,25.4,1.039,2025-11-01 00:00:00
1274,25,35.77,25.9,0.954,2025-11-01 06:00:00
1275,25,32.6,29.9,0.997,2025-11-01 12:00:00
1276,25,35.89,27.8,1.0,2025-11-01 18:00:00
1277,29,56.04,24.9,1.138,2025-11-01 00:00:00
1278,29,55.23,26.0,1.146,2025-11-01 06:00:00
1279,29,51.0,29.4,1.136,2025-11-01 12:00:00
1280,29,53.2,28.1,1.124,2025-11-01 18:00:00
1281,1,39.93,27.3,1.042,2025-11-02 00:00:00
1282,1,38.18,28.0,1.089,2025-11-02 06:00:00
1283,1,36.92,31.8,1.008,2025-11-02 12:00:00
1284,1,39.63,29.4,1.013,2025-11-02 18:00:00
1285,5,51.1,25.6,1.147,2025-11-02 00:00:00
1286,5,48.87,26.6,1.06,2025-11-02 06:00:00
1287,5,47.92,30.7,1.112,2025-11-02 12:00:00
1288,5,50.7,28.6,1.144,2025-11-02 18:00:00
1289,7,58.61,25.6,1.184,2025-11-02 00:00:00
1290,7,55.23,26.1,1.036,2025-11-02 06:00:00
1291,7,53.84,31.0,1.086,2025-11-02 12:00:00
1292,7,54.41,28.6,1.08,2025-11-02 18:00:00
1293,10,44.62,25.6,1.051,2025-11-02 00:00:00
1294,10,42.76,26.5,1.078,2025-11-02 06:00:00
1295,10,40.69,30.4,1.073,2025-11-02 12:00:00
1296,10,42.79,28.0,1.029,2025-11-02 18:00:00
1297,13,44.91,26.7,1.109,2025-11-02 00:00:00
1298,13,42.32,27.0,1.103,2025-11-02 06:00:00
1299,13,40.28,30.8,1.04,2025-11-02 12:00:00
1300,13,42.35,29.1,1.012,2025-11-02 18:00:00
1301,17,56.38,26.2,1.171,2025-11-02 00:00:00
1302,17,54.72,26.6,1.079,2025-11-02 06:00:00
1303,17,52.98,28.8,1.131,2025-11-02 12:00:00
1304,17,57.02,27.4,1.039,2025-11-02 18:00:00
1305,20,52.11,26.0,1.043,2025-11-02 00:00:00
1306,20,51.22,27.5,1.12,2025-11-02 06:00:00
1307,20,47.93,30.5,0.965,2025-11-02 12:00:00
1308,20,50.75,30.1,1.06,2025-11-02 18:00:00
1309,23,41.85,24.8,1.043,2025-11-02 00:00:00
1310,23,41.43,26.8,0.963,2025-11-02 06:00:00
1311,23,39.61,29.2,1.107,2025-11-02 12:00:00
1312,23,41.71,27.7,1.088,2025-11-02 18:00:00
1313,25,36.55,25.4,0.903,2025-11-02 00:00:00
1314,25,34.08,26.6,0.984,2025-11-02 06:00:00
1315,25,30.5,30.6,0.991,2025-11-02 12:00:00
1316,25,35.39,28.2,1.039,2025-11-02 18:00:00
1317,29,55.65,28.0,1.153,2025-11-02 00:00:00
1318,29,55.38,27.8,1.092,2025-11-02 06:00:00
1319,29,52.98,32.2,1.102,2025-11-02 12:00:00
1320,29,55.32,30.7,1.117,2025-11-02 18:00:00
1321,1,40.32,18.9,1.001,2025-11-03 00:00:00
1322,1,38.28,20.4,0.993,2025-11-03 06:00:00
1323,1,35.89,25.1,1.078,2025-11-03 12:00:00
1324,1,39.07,22.8,1.055,2025-11-03 18:00:00
1325,5,50.39,20.2,1.167,2025-11-03 00:00:00
1326,5,52.03,20.3,1.147,2025-11-03 06:00:00
1327,5,47.64,24.8,1.012,2025-11-03 12:00:00
1328,5,49.45,22.5,1.101,2025-11-03 18:00:00
1329,7,58.22,18.8,1.088,2025-11-03 00:00:00
1330,7,56.51,19.3,1.185,2025-11-03 06:00:00
1331,7,54.68,23.3,1.053,2025-11-03 12:00:00
1332,7,55.19,22.3,1.123,2025-11-03 18:00:00
1333,10,43.77,18.9,1.106,2025-11-03 00:00:00
1334,10,42.88,20.0,1.111,2025-11-03 06:00:00
1335,10,40.34,23.2,1.004,2025-11-03 12:00:00
1336,10,42.16,22.0,1.115,2025-11-03 18:00:00
1337,13,43.41,18.4,1.051,2025-11-03 00:00:00
1338,13,43.55,19.6,1.001,2025-11-03 06:00:00
1339,13,41.98,23.1,1.062,2025-11-03 12:00:00
1340,13,43.61,21.3,1.073,2025-11-03 18:00:00
1341,17,55.38,19.5,1.192,2025-11-03 00:00:00
1342,17,53.46,20.1,1.095,2025-11-03 06:00:00
1343,17,51.44,23.7,1.147,2025-11-03 12:00:00
1344,17,53.74,22.6,1.037,2025-11-03 18:00:00
1345,20,49.81,17.7,1.101,2025-11-03 00:00:00
1346,20,50.56,19.9,1.112,2025-11-03 06:00:00
1347,20,49.0,22.9,1.139,2025-11-03 12:00:00
1348,20,49.27,21.2,1.005,2025-11-03 18:00:00
1349,23,42.35,18.8,0.979,2025-11-03 00:00:00
1350,23,42.68,19.7,1.032,2025-11-03 06:00:00
1351,23,40.87,22.7,0.989,2025-11-03 12:00:00
1352,23,41.22,21.8,1.069,2025-11-03 18:00:00
1353,25,36.02,19.2,0.985,2025-11-03 00:00:00
1354,25,34.24,21.4,1.048,2025-11-03 06:00:00
1355,25,32.98,24.7,0.922,2025-11-03 12:00:00
1356,25,34.4,21.4,0.971,2025-11-03 18:00:00
1357,29,58.47,19.2,1.187,2025-11-03 00:00:00
1358,29,54.82,20.3,1.07,2025-11-03 06:00:00
1359,29,54.01,23.9,1.129,2025-11-03 12:00:00
1360,29,56.15,22.1,1.06,2025-11-03 18:00:00
1361,1,39.89,23.4,1.074,2025-11-04 00:00:00
1362,1,38.85,24.5,1.013,2025-11-04 06:00:00
1363,1,34.44,28.8,0.998,2025-11-04 12:00:00
1364,1,37.47,26.2,1.004,2025-11-04 18:00:00
1365,5,50.3,22.3,1.067,2025-11-04 00:00:00
1366,5,50.12,23.4,1.044,2025-11-04 06:00:00
1367,5,49.05,27.5,1.128,2025-11-04 12:00:00
1368,5,51.27,26.6,1.165,2025-11-04 18:00:00
1369,7,55.84,24.0,1.127,2025-11-04 00:00:00
1370,7,54.78,23.5,1.115,2025-11-04 06:00:00
1371,7,53.45,28.7,1.169,2025-11-04 12:00:00
1372,7,55.5,26.6,1.174,2025-11-04 18:00:00
1373,10,44.31,23.5,0.935,2025-11-04 00:00:00
1374,10,41.45,24.9,0.942,2025-11-04 06:00:00
1375,10,41.43,28.6,1.051,2025-11-04 12:00:00
1376,10,43.46,26.9,1.055,2025-11-04 18:00:00
1377,13,42.59,22.5,1.024,2025-11-04 00:00:00
1378,13,42.33,24.2,0.942,2025-11-04 06:00:00
1379,13,41.48,26.9,1.074,2025-11-04 12:00:00
1380,13,43.21,26.0,1.062,2025-11-04 18:00:00
1381,17,55.36,23.6,1.093,2025-11-04 00:00:00
1382,17,54.21,25.6,1.168,2025-11-04 06:00:00
1383,17,52.64,28.5,1.095,2025-11-04 12:00:00
1384,17,55.43,26.9,1.112,2025-11-04 18:00:00
1385,20,50.74,22.7,1.073,2025-11-04 00:00:00
1386,20,50.46,24.1,1.033,2025-11-04 06:00:00
1387,20,47.46,27.9,1.074,2025-11-04 12:00:00
1388,20,49.75,26.3,1.179,2025-11-04 18:00:00
1389,23,43.98,23.9,1.086,2025-11-04 00:00:00
1390,23,41.76,25.2,0.969,2025-11-04 06:00:00
1391,23,39.43,29.4,1.011,2025-11-04 12:00:00
1392,23,43.58,27.7,0.946,2025-11-04 18:00:00
1393,25,36.5,23.9,1.072,2025-11-04 00:00:00
1394,25,33.81,25.7,1.005,2025-11-04 06:00:00
1395,25,30.37,27.2,0.993,2025-11-04 12:00:00
1396,25,34.13,27.5,0.992,2025-11-04 18:00:00
1397,29,55.54,24.7,1.138,2025-11-04 00:00:00
1398,29,52.79,25.9,1.093,2025-11-04 06:00:00
1399,29,50.87,30.4,1.051,2025-11-04 12:00:00
1400,29,54.27,27.5,1.14,2025-11-04 18:00:00
1401,1,41.03,28.1,1.019,2025-11-05 00:00:00
1402,1,38.38,28.0,1.049,2025-11-05 06:00:00
1403,1,37.48,31.0,1.045,2025-11-05 12:00:00
1404,1,38.86,30.4,1.056,2025-11-05 18:00:00
1405,5,50.85,26.6,1.116,2025-11-05 00:00:00
1406,5,47.56,27.2,1.13,2025-11-05 06:00:00
1407,5,46.61,31.2,1.168,2025-11-05 12:00:00
1408,5,49.91,29.5,1.074,2025-11-05 18:00:00
1409,7,55.68,24.8,1.118,2025-11-05 00:00:00
1410,7,52.45,25.4,1.139,2025-11-05 06:00:00
1411,7,53.24,29.3,1.136,2025-11-05 12:00:00
1412,7,55.13,27.5,1.149,2025-11-05 18:00:00
1413,10,42.96,26.4,1.162,2025-11-05 00:00:00
1414,10,41.28,26.9,1.059,2025-11-05 06:00:00
1415,10,40.71,30.3,0.903,2025-11-05 12:00:00
1416,10,43.67,29.5,0.975,2025-11-05 18:00:00
1417,13,42.5,26.2,1.048,2025-11-05 00:00:00
1418,13,42.05,26.7,1.012,2025-11-05 06:00:00
1419,13,39.95,30.6,1.109,2025-11-05 12:00:00
1420,13,41.11,29.1,1.001,2025-11-05 18:00:00
1421,17,57.44,26.9,1.058,2025-11-05 00:00:00
1422,17,56.46,28.8,1.141,2025-11-05 06:00:00
1423,17,52.88,32.5,1.051,2025-11-05 12:00:00
1424,17,55.91,29.7,1.203,2025-11-05 18:00:00
1425,20,50.51,26.9,1.075,2025-11-05 00:00:00
1426,20,48.62,28.5,1.067,2025-11-05 06:00:00
1427,20,46.8,31.3,1.084,2025-11-05 12:00:00
1428,20,48.92,30.0,1.041,2025-11-05 18:00:00
1429,23,39.43,27.7,1.067,2025-11-05 00:00:00
1430,23,38.5,28.7,1.034,2025-11-05 06:00:00
1431,23,36.04,32.1,0.912,2025-11-05 12:00:00
1432,23,39.8,30.9,1.0,2025-11-05 18:00:00
1433,25,35.15,28.1,0.99,2025-11-05 00:00:00
1434,25,33.69,28.7,1.03,2025-11-05 06:00:00
1435,25,29.81,32.1,1.065,2025-11-05 12:00:00
1436,25,33.22,30.6,0.977,2025-11-05 18:00:00
1437,29,56.77,25.7,1.143,2025-11-05 00:00:00
1438,29,56.13,26.6,1.108,2025-11-05 06:00:00
1439,29,53.08,30.5,1.189,2025-11-05 12:00:00
1440,29,55.31,28.8,1.149,2025-11-05 18:00:00
1441,1,39.19,14.8,0.922,2025-11-06 00:00:00
1442,1,38.52,15.3,1.048,2025-11-06 06:00:00
1443,1,35.36,19.0,1.06,2025-11-06 12:00:00
1444,1,38.65,16.8,1.045,2025-11-06 18:00:00
1445,5,50.37,15.7,1.083,2025-11-06 00:00:00
1446,5,50.27,15.0,1.071,2025-11-06 06:00:00
1447,5,47.49,19.1,1.014,2025-11-06 12:00:00
1448,5,50.91,16.2,1.119,2025-11-06 18:00:00
1449,7,56.88,14.9,1.282,2025-11-06 00:00:00
1450,7,52.19,16.1,1.028,2025-11-06 06:00:00
1451,7,53.58,19.6,1.113,2025-11-06 12:00:00
1452,7,54.96,18.3,1.1,2025-11-06 18:00:00
1453,10,45.04,12.7,1.067,2025-11-06 00:00:00
1454,10,42.96,14.8,0.941,2025-11-06 06:00:00
1455,10,38.97,18.5,1.048,2025-11-06 12:00:00
1456,10,43.04,16.4,1.071,2025-11-06 18:00:00
1457,13,43.47,13.2,1.054,2025-11-06 00:00:00
1458,13,40.05,15.9,1.07,2025-11-06 06:00:00
1459,13,38.21,18.4,1.122,2025-11-06 12:00:00
1460,13,40.47,16.1,1.057,2025-11-06 18:00:00
1461,17,56.6,14.1,1.079,2025-11-06 00:00:00
1462,17,54.22,15.4,1.052,2025-11-06 06:00:00
1463,17,53.18,18.6,1.102,2025-11-06 12:00:00
1464,17,54.14,18.6,1.031,2025-11-06 18:00:00
1465,20,52.46,14.5,0.992,2025-11-06 00:00:00
1466,20,49.08,15.8,1.149,2025-11-06 06:00:00
1467,20,46.7,18.8,1.128,2025-11-06 12:00:00
1468,20,49.11,17.9,1.087,2025-11-06 18:00:00
1469,23,40.64,14.2,1.105,2025-11-06 00:00:00
1470,23,40.24,16.7,1.081,2025-11-06 06:00:00
1471,23,36.84,19.4,0.97,2025-11-06 12:00:00
1472,23,39.03,17.6,1.083,2025-11-06 18:00:00
1473,25,33.3,15.2,0.988,2025-11-06 00:00:00
1474,25,32.04,15.1,1.047,2025-11-06 06:00:00
1475,25,30.85,20.0,1.064,2025-11-06 12:00:00
1476,25,34.47,17.6,0.882,2025-11-06 18:00:00
1477,29,57.69,14.8,1.091,2025-11-06 00:00:00
1478,29,54.68,15.9,1.089,2025-11-06 06:00:00
1479,29,56.15,19.5,1.16,2025-11-06 12:00:00
1480,29,57.14,18.0,1.06,2025-11-06 18:00:00
1481,1,40.53,20.8,0.956,2025-11-07 00:00:00
1482,1,37.82,22.1,1.035,2025-11-07 06:00:00
1483,1,37.46,25.5,0.976,2025-11-07 12:00:00
1484,1,38.38,23.9,0.915,2025-11-07 18:00:00
1485,5,53.03,22.6,1.052,2025-11-07 00:00:00
1486,5,51.15,22.5,1.03,2025-11-07 06:00:00
1487,5,48.93,26.4,1.064,2025-11-07 12:00:00
1488,5,51.97,23.7,1.037,2025-11-07 18:00:00
1489,7,56.75,20.9,1.134,2025-11-07 00:00:00
1490,7,55.31,21.2,1.235,2025-11-07 06:00:00
1491,7,52.18,26.0,1.115,2025-11-07 12:00:00
1492,7,54.22,24.1,1.132,2025-11-07 18:00:00
1493,10,44.1,21.0,1.099,2025-11-07 00:00:00
1494,10,40.1,22.2,1.009,2025-11-07 06:00:00
1495,10,41.15,25.8,1.059,2025-11-07 12:00:00
1496,10,42.71,23.5,1.137,2025-11-07 18:00:00
1497,13,40.74,21.8,1.066,2025-11-07 00:00:00
1498,13,39.56,23.0,1.053,2025-11-07 06:00:00
1499,13,37.08,26.5,1.066,2025-11-07 12:00:00
1500,13,40.52,25.3,0.982,2025-11-07 18:00:00
1501,17,55.58,20.4,1.123,2025-11-07 00:00:00
1502,17,55.5,21.6,1.054,2025-11-07 06:00:00
1503,17,53.74,24.8,1.12,2025-11-07 12:00:00
1504,17,55.69,23.8,1.189,2025-11-07 18:00:00
1505,20,50.63,21.2,1.116,2025-11-07 00:00:00
