id_clima,parcela_id,temperatura_ambiente,humedad_relativa,precipitacion_mm,radiacion_solar,velocidad_viento,timestamp
376,6,23.2,51.5,0.0,13.4,8.8,2025-11-07 08:00:00
377,7,23.2,52.4,0.0,13.4,8.8,2025-11-07 08:00:00
378,8,21.5,53.7,0.0,13.4,8.8,2025-11-07 08:00:00
379,9,22.8,59.6,0.0,13.4,8.8,2025-11-07 08:00:00
380,10,22.5,62.2,0.0,13.4,8.8,2025-11-07 08:00:00
381,1,27.3,53.6,0.0,13.8,1.2,2025-11-08 08:00:00
382,2,28.6,62.6,0.0,13.8,1.2,2025-11-08 08:00:00
383,3,26.5,56.4,0.0,13.8,1.2,2025-11-08 08:00:00
384,4,26.6,54.2,0.0,13.8,1.2,2025-11-08 08:00:00
385,5,27.0,50.7,0.0,13.8,1.2,2025-11-08 08:00:00
386,6,25.7,57.7,0.0,13.8,1.2,2025-11-08 08:00:00
387,7,28.1,52.8,0.0,13.8,1.2,2025-11-08 08:00:00
388,8,27.0,50.6,0.0,13.8,1.2,2025-11-08 08:00:00
389,9,26.6,51.7,0.0,13.8,1.2,2025-11-08 08:00:00
390,10,28.3,58.1,0.0,13.8,1.2,2025-11-08 08:00:00
391,1,27.1,53.9,0.0,15.0,6.0,2025-11-09 08:00:00
392,2,27.7,57.9,0.0,15.0,6.0,2025-11-09 08:00:00
393,3,27.7,57.8,0.0,15.0,6.0,2025-11-09 08:00:00
394,4,26.7,54.0,0.0,15.0,6.0,2025-11-09 08:00:00
395,5,28.1,58.3,0.0,15.0,6.0,2025-11-09 08:00:00
396,6,27.7,59.0,0.0,15.0,6.0,2025-11-09 08:00:00
397,7,27.7,53.7,0.0,15.0,6.0,2025-11-09 08:00:00
398,8,28.5,53.5,0.0,15.0,6.0,2025-11-09 08:00:00
399,9,27.7,57.7,0.0,15.0,6.0,2025-11-09 08:00:00
400,10,27.1,52.3,0.0,15.0,6.0,2025-11-09 08:00:00
401,1,21.1,53.9,0.0,16.5,5.8,2025-11-10 08:00:00
402,2,19.7,53.9,0.0,16.5,5.8,2025-11-10 08:00:00
403,3,21.6,57.2,0.0,16.5,5.8,2025-11-10 08:00:00
404,4,20.7,53.3,0.0,16.5,5.8,2025-11-10 08:00:00
405,5,22.2,48.8,0.0,16.5,5.8,2025-11-10 08:00:00
406,6,21.0,49.8,0.0,16.5,5.8,2025-11-10 08:00:00
407,7,22.6,50.3,0.0,16.5,5.8,2025-11-10 08:00:00
408,8,21.2,55.6,0.0,16.5,5.8,2025-11-10 08:00:00
409,9,19.0,58.6,0.0,16.5,5.8,2025-11-10 08:00:00
410,10,22.9,54.3,0.0,16.5,5.8,2025-11-10 08:00:00
411,1,26.1,53.6,0.0,15.9,7.0,2025-11-11 08:00:00
412,2,23.7,55.8,0.0,15.9,7.0,2025-11-11 08:00:00
413,3,24.4,49.9,0.0,15.9,7.0,2025-11-11 08:00:00
414,4,22.5,55.6,0.0,15.9,7.0,2025-11-11 08:00:00
415,5,24.7,51.1,0.0,15.9,7.0,2025-11-11 08:00:00
416,6,23.8,56.0,0.0,15.9,7.0,2025-11-11 08:00:00
417,7,24.7,57.1,0.0,15.9,7.0,2025-11-11 08:00:00
418,8,24.4,55.4,0.0,15.9,7.0,2025-11-11 08:00:00
419,9,23.7,58.6,0.0,15.9,7.0,2025-11-11 08:00:00
420,10,24.8,58.1,0.0,15.9,7.0,2025-11-11 08:00:00
421,1,19.0,56.1,0.0,13.8,4.7,2025-11-12 08:00:00
422,2,19.5,53.5,0.0,13.8,4.7,2025-11-12 08:00:00
423,3,19.7,55.0,0.0,13.8,4.7,2025-11-12 08:00:00
424,4,18.6,57.2,0.0,13.8,4.7,2025-11-12 08:00:00
425,5,18.7,56.6,0.0,13.8,4.7,2025-11-12 08:00:00
426,6,18.8,50.7,0.0,13.8,4.7,2025-11-12 08:00:00
427,7,19.7,53.3,0.0,13.8,4.7,2025-11-12 08:00:00
428,8,19.2,54.1,0.0,13.8,4.7,2025-11-12 08:00:00
429,9,18.6,60.1,0.0,13.8,4.7,2025-11-12 08:00:00
430,10,19.3,52.6,0.0,13.8,4.7,2025-11-12 08:00:00
431,1,22.0,50.6,0.0,15.9,4.9,2025-11-13 08:00:00
432,2,22.7,56.3,0.0,15.9,4.9,2025-11-13 08:00:00
433,3,24.7,60.3,0.0,15.9,4.9,2025-11-13 08:00:00
434,4,22.7,57.6,0.0,15.9,4.9,2025-11-13 08:00:00
435,5,23.3,51.0,0.0,15.9,4.9,2025-11-13 08:00:00
436,6,23.1,53.3,0.0,15.9,4.9,2025-11-13 08:00:00
437,7,21.6,58.9,0.0,15.9,4.9,2025-11-13 08:00:00
438,8,23.3,53.4,0.0,15.9,4.9,2025-11-13 08:00:00
439,9,23.4,57.2,0.0,15.9,4.9,2025-11-13 08:00:00
440,10,21.8,56.0,0.0,15.9,4.9,2025-11-13 08:00:00
441,1,15.0,58.4,0.0,18.0,2.6,2025-11-14 08:00:00
442,2,14.9,54.6,0.0,18.0,2.6,2025-11-14 08:00:00
443,3,14.8,53.2,0.0,18.0,2.6,2025-11-14 08:00:00
444,4,13.1,56.9,0.0,18.0,2.6,2025-11-14 08:00:00
445,5,14.3,58.7,0.0,18.0,2.6,2025-11-14 08:00:00
446,6,14.0,55.2,0.0,18.0,2.6,2025-11-14 08:00:00
447,7,12.6,55.9,0.0,18.0,2.6,2025-11-14 08:00:00
448,8,14.4,52.7,0.0,18.0,2.6,2025-11-14 08:00:00
449,9,14.6,55.3,0.0,18.0,2.6,2025-11-14 08:00:00
450,10,14.5,60.0,0.0,18.0,2.6,2025-11-14 08:00:00
451,1,30.2,51.6,0.0,11.8,14.7,2025-11-15 08:00:00
452,2,30.8,53.7,0.0,11.8,14.7,2025-11-15 08:00:00
453,3,31.7,54.8,0.0,11.8,14.7,2025-11-15 08:00:00
454,4,30.4,57.7,0.0,11.8,14.7,2025-11-15 08:00:00
455,5,31.0,57.6,0.0,11.8,14.7,2025-11-15 08:00:00
456,6,30.5,56.4,0.0,11.8,14.7,2025-11-15 08:00:00
457,7,30.5,49.6,0.0,11.8,14.7,2025-11-15 08:00:00
458,8,30.4,55.9,0.0,11.8,14.7,2025-11-15 08:00:00
459,9,29.5,55.4,0.0,11.8,14.7,2025-11-15 08:00:00
460,10,31.6,53.6,0.0,11.8,14.7,2025-11-15 08:00:00
461,1,24.5,55.6,0.0,15.2,2.1,2025-11-16 08:00:00
462,2,23.3,58.0,0.0,15.2,2.1,2025-11-16 08:00:00
463,3,22.7,52.4,0.0,15.2,2.1,2025-11-16 08:00:00
464,4,22.7,57.4,0.0,15.2,2.1,2025-11-16 08:00:00
465,5,23.3,58.1,0.0,15.2,2.1,2025-11-16 08:00:00
466,6,23.9,52.9,0.0,15.2,2.1,2025-11-16 08:00:00
467,7,24.6,57.5,0.0,15.2,2.1,2025-11-16 08:00:00
468,8,25.4,54.4,0.0,15.2,2.1,2025-11-16 08:00:00
469,9,24.3,60.4,0.0,15.2,2.1,2025-11-16 08:00:00
470,10,23.1,56.1,0.0,15.2,2.1,2025-11-16 08:00:00
471,1,25.6,58.9,0.0,10.3,6.6,2025-11-17 08:00:00
472,2,25.4,53.1,0.0,10.3,6.6,2025-11-17 08:00:00
473,3,26.1,56.2,0.0,10.3,6.6,2025-11-17 08:00:00
474,4,24.7,55.9,0.0,10.3,6.6,2025-11-17 08:00:00
475,5,25.7,52.6,0.0,10.3,6.6,2025-11-17 08:00:00
476,6,25.1,51.7,0.0,10.3,6.6,2025-11-17 08:00:00
477,7,26.3,53.8,0.0,10.3,6.6,2025-11-17 08:00:00
478,8,24.6,53.5,0.0,10.3,6.6,2025-11-17 08:00:00
479,9,25.2,59.6,0.0,10.3,6.6,2025-11-17 08:00:00
480,10,25.8,57.6,0.0,10.3,6.6,2025-11-17 08:00:00
481,1,19.2,63.3,8.0,16.8,6.2,2025-11-18 08:00:00
482,2,19.4,67.4,8.0,16.8,6.2,2025-11-18 08:00:00
483,3,20.0,71.2,8.0,16.8,6.2,2025-11-18 08:00:00
484,4,19.9,71.4,8.0,16.8,6.2,2025-11-18 08:00:00
485,5,19.2,64.2,8.0,16.8,6.2,2025-11-18 08:00:00
486,6,19.0,67.2,8.0,16.8,6.2,2025-11-18 08:00:00
487,7,20.7,61.2,8.0,16.8,6.2,2025-11-18 08:00:00
488,8,19.6,69.9,8.0,16.8,6.2,2025-11-18 08:00:00
489,9,19.2,65.9,8.0,16.8,6.2,2025-11-18 08:00:00
490,10,19.8,64.0,8.0,16.8,6.2,2025-11-18 08:00:00
491,1,21.8,53.5,0.0,13.1,7.0,2025-11-19 08:00:00
492,2,20.1,54.4,0.0,13.1,7.0,2025-11-19 08:00:00
493,3,20.6,57.1,0.0,13.1,7.0,2025-11-19 08:00:00
494,4,20.2,57.3,0.0,13.1,7.0,2025-11-19 08:00:00
495,5,18.7,55.4,0.0,13.1,7.0,2025-11-19 08:00:00
496,6,19.1,53.0,0.0,13.1,7.0,2025-11-19 08:00:00
497,7,18.7,55.9,0.0,13.1,7.0,2025-11-19 08:00:00
498,8,19.2,52.8,0.0,13.1,7.0,2025-11-19 08:00:00
499,9,19.2,54.9,0.0,13.1,7.0,2025-11-19 08:00:00
500,10,19.0,52.2,0.0,13.1,7.0,2025-11-19 08:00:00
501,1,15.6,53.8,0.0,19.1,0.1,2025-11-20 08:00:00
502,2,16.1,53.1,0.0,19.1,0.1,2025-11-20 08:00:00
503,3,15.6,50.5,0.0,19.1,0.1,2025-11-20 08:00:00
504,4,16.4,56.1,0.0,19.1,0.1,2025-11-20 08:00:00
505,5,15.1,55.1,0.0,19.1,0.1,2025-11-20 08:00:00
506,6,15.8,52.1,0.0,19.1,0.1,2025-11-20 08:00:00
507,7,15.2,57.7,0.0,19.1,0.1,2025-11-20 08:00:00
508,8,15.0,52.8,0.0,19.1,0.1,2025-11-20 08:00:00
509,9,15.6,51.9,0.0,19.1,0.1,2025-11-20 08:00:00
510,10,15.7,52.6,0.0,19.1,0.1,2025-11-20 08:00:00
511,1,25.5,54.2,0.0,17.6,6.8,2025-11-21 08:00:00
512,2,27.2,59.3,0.0,17.6,6.8,2025-11-21 08:00:00
513,3,26.7,53.0,0.0,17.6,6.8,2025-11-21 08:00:00
514,4,26.3,56.3,0.0,17.6,6.8,2025-11-21 08:00:00
515,5,26.7,53.4,0.0,17.6,6.8,2025-11-21 08:00:00
516,6,25.9,56.8,0.0,17.6,6.8,2025-11-21 08:00:00
517,7,25.3,53.9,0.0,17.6,6.8,2025-11-21 08:00:00
518,8,26.2,59.4,0.0,17.6,6.8,2025-11-21 08:00:00
519,9,25.5,57.2,0.0,17.6,6.8,2025-11-21 08:00:00
520,10,27.2,58.7,0.0,17.6,6.8,2025-11-21 08:00:00
521,1,15.6,56.3,0.0,16.9,2.8,2025-11-22 08:00:00
522,2,16.3,59.9,0.0,16.9,2.8,2025-11-22 08:00:00
523,3,16.1,58.7,0.0,16.9,2.8,2025-11-22 08:00:00
524,4,16.5,54.9,0.0,16.9,2.8,2025-11-22 08:00:00
525,5,15.5,55.9,0.0,16.9,2.8,2025-11-22 08:00:00
526,6,15.4,54.8,0.0,16.9,2.8,2025-11-22 08:00:00
527,7,15.3,57.0,0.0,16.9,2.8,2025-11-22 08:00:00
528,8,14.3,56.4,0.0,16.9,2.8,2025-11-22 08:00:00
529,9,14.8,61.6,0.0,16.9,2.8,2025-11-22 08:00:00
530,10,15.6,52.0,0.0,16.9,2.8,2025-11-22 08:00:00
531,1,25.4,58.1,0.0,14.5,6.4,2025-11-23 08:00:00
532,2,25.0,58.8,0.0,14.5,6.4,2025-11-23 08:00:00
533,3,24.8,53.6,0.0,14.5,6.4,2025-11-23 08:00:00
534,4,25.3,52.9,0.0,14.5,6.4,2025-11-23 08:00:00
535,5,25.5,52.7,0.0,14.5,6.4,2025-11-23 08:00:00
536,6,25.5,54.5,0.0,14.5,6.4,2025-11-23 08:00:00
537,7,23.8,59.1,0.0,14.5,6.4,2025-11-23 08:00:00
538,8,26.1,56.6,0.0,14.5,6.4,2025-11-23 08:00:00
539,9,25.1,55.5,0.0,14.5,6.4,2025-11-23 08:00:00
540,10,26.9,57.7,0.0,14.5,6.4,2025-11-23 08:00:00
541,1,22.7,54.0,0.0,18.9,9.8,2025-11-24 08:00:00
542,2,21.8,56.5,0.0,18.9,9.8,2025-11-24 08:00:00
543,3,22.2,55.6,0.0,18.9,9.8,2025-11-24 08:00:00
544,4,21.9,55.8,0.0,18.9,9.8,2025-11-24 08:00:00
545,5,21.5,59.4,0.0,18.9,9.8,2025-11-24 08:00:00
546,6,21.4,53.0,0.0,18.9,9.8,2025-11-24 08:00:00
547,7,22.3,53.9,0.0,18.9,9.8,2025-11-24 08:00:00
548,8,21.9,56.9,0.0,18.9,9.8,2025-11-24 08:00:00
549,9,20.8,56.5,0.0,18.9,9.8,2025-11-24 08:00:00
550,10,21.8,56.5,0.0,18.9,9.8,2025-11-24 08:00:00
551,1,23.1,50.3,0.0,18.4,6.9,2025-11-25 08:00:00
552,2,23.0,53.4,0.0,18.4,6.9,2025-11-25 08:00:00
553,3,22.7,52.2,0.0,18.4,6.9,2025-11-25 08:00:00
554,4,21.7,57.0,0.0,18.4,6.9,2025-11-25 08:00:00
555,5,21.0,52.1,0.0,18.4,6.9,2025-11-25 08:00:00
556,6,21.6,50.7,0.0,18.4,6.9,2025-11-25 08:00:00
557,7,22.2,53.3,0.0,18.4,6.9,2025-11-25 08:00:00
558,8,21.7,54.1,0.0,18.4,6.9,2025-11-25 08:00:00
559,9,21.4,57.4,0.0,18.4,6.9,2025-11-25 08:00:00
560,10,21.9,56.4,0.0,18.4,6.9,2025-11-25 08:00:00
561,1,12.0,54.4,0.0,12.8,5.5,2025-11-26 08:00:00
562,2,11.4,55.0,0.0,12.8,5.5,2025-11-26 08:00:00
563,3,10.7,58.8,0.0,12.8,5.5,2025-11-26 08:00:00
564,4,11.9,56.2,0.0,12.8,5.5,2025-11-26 08:00:00
565,5,11.0,51.8,0.0,12.8,5.5,2025-11-26 08:00:00
566,6,12.9,58.6,0.0,12.8,5.5,2025-11-26 08:00:00
567,7,12.2,60.5,0.0,12.8,5.5,2025-11-26 08:00:00
568,8,12.0,56.7,0.0,12.8,5.5,2025-11-26 08:00:00
569,9,11.8,55.7,0.0,12.8,5.5,2025-11-26 08:00:00
570,10,12.4,59.2,0.0,12.8,5.5,2025-11-26 08:00:00
571,1,20.1,58.6,0.0,13.1,8.8,2025-11-27 08:00:00
572,2,21.1,54.6,0.0,13.1,8.8,2025-11-27 08:00:00
573,3,20.3,52.8,0.0,13.1,8.8,2025-11-27 08:00:00
574,4,20.9,57.7,0.0,13.1,8.8,2025-11-27 08:00:00
575,5,19.5,57.7,0.0,13.1,8.8,2025-11-27 08:00:00
576,6,20.8,52.9,0.0,13.1,8.8,2025-11-27 08:00:00
577,7,20.0,56.1,0.0,13.1,8.8,2025-11-27 08:00:00
578,8,20.6,52.0,0.0,13.1,8.8,2025-11-27 08:00:00
579,9,21.1,54.2,0.0,13.1,8.8,2025-11-27 08:00:00
580,10,20.9,54.6,0.0,13.1,8.8,2025-11-27 08:00:00
581,1,23.8,61.3,5.8,12.4,5.4,2025-11-28 08:00:00
582,2,23.8,64.1,5.8,12.4,5.4,2025-11-28 08:00:00
583,3,23.9,58.7,5.8,12.4,5.4,2025-11-28 08:00:00
584,4,25.3,60.8,5.8,12.4,5.4,2025-11-28 08:00:00
585,5,24.4,64.7,5.8,12.4,5.4,2025-11-28 08:00:00
586,6,23.3,63.2,5.8,12.4,5.4,2025-11-28 08:00:00
587,7,24.5,62.3,5.8,12.4,5.4,2025-11-28 08:00:00
588,8,23.9,67.0,5.8,12.4,5.4,2025-11-28 08:00:00
589,9,23.9,67.0,5.8,12.4,5.4,2025-11-28 08:00:00
590,10,23.5,64.3,5.8,12.4,5.4,2025-11-28 08:00:00
591,1,23.0,53.7,0.0,14.1,8.5,2025-11-29 08:00:00
592,2,23.5,57.2,0.0,14.1,8.5,2025-11-29 08:00:00
593,3,21.7,57.9,0.0,14.1,8.5,2025-11-29 08:00:00
594,4,21.5,56.3,0.0,14.1,8.5,2025-11-29 08:00:00
595,5,23.1,53.3,0.0,14.1,8.5,2025-11-29 08:00:00
596,6,22.0,54.0,0.0,14.1,8.5,2025-11-29 08:00:00
597,7,20.3,56.2,0.0,14.1,8.5,2025-11-29 08:00:00
598,8,23.1,57.6,0.0,14.1,8.5,2025-11-29 08:00:00
599,9,23.7,46.6,0.0,14.1,8.5,2025-11-29 08:00:00
600,10,22.1,55.5,0.0,14.1,8.5,2025-11-29 08:00:00
601,1,21.6,50.6,0.0,19.7,2.5,2025-11-30 08:00:00
602,2,22.1,62.4,0.0,19.7,2.5,2025-11-30 08:00:00
603,3,20.8,47.7,0.0,19.7,2.5,2025-11-30 08:00:00
604,4,21.8,52.5,0.0,19.7,2.5,2025-11-30 08:00:00
605,5,20.1,53.8,0.0,19.7,2.5,2025-11-30 08:00:00
606,6,20.3,51.5,0.0,19.7,2.5,2025-11-30 08:00:00
607,7,20.6,56.2,0.0,19.7,2.5,2025-11-30 08:00:00
608,8,21.2,60.4,0.0,19.7,2.5,2025-11-30 08:00:00
609,9,21.1,55.4,0.0,19.7,2.5,2025-11-30 08:00:00
610,10,20.1,54.4,0.0,19.7,2.5,2025-11-30 08:00:00
611,1,19.5,51.7,0.0,15.9,4.9,2025-12-01 08:00:00
612,2,19.2,61.5,0.0,15.9,4.9,2025-12-01 08:00:00
613,3,20.0,53.1,0.0,15.9,4.9,2025-12-01 08:00:00
614,4,19.5,56.0,0.0,15.9,4.9,2025-12-01 08:00:00
615,5,19.3,51.4,0.0,15.9,4.9,2025-12-01 08:00:00
616,6,19.3,59.8,0.0,15.9,4.9,2025-12-01 08:00:00
617,7,20.1,57.0,0.0,15.9,4.9,2025-12-01 08:00:00
618,8,19.9,52.9,0.0,15.9,4.9,2025-12-01 08:00:00
619,9,18.1,48.0,0.0,15.9,4.9,2025-12-01 08:00:00
620,10,18.9,57.1,0.0,15.9,4.9,2025-12-01 08:00:00
621,1,14.1,56.9,0.0,18.2,1.9,2025-12-02 08:00:00
622,2,15.6,58.0,0.0,18.2,1.9,2025-12-02 08:00:00
623,3,15.0,52.3,0.0,18.2,1.9,2025-12-02 08:00:00
624,4,13.5,56.0,0.0,18.2,1.9,2025-12-02 08:00:00
625,5,13.5,55.4,0.0,18.2,1.9,2025-12-02 08:00:00
626,6,13.0,54.4,0.0,18.2,1.9,2025-12-02 08:00:00
627,7,14.4,53.6,0.0,18.2,1.9,2025-12-02 08:00:00
628,8,15.4,52.4,0.0,18.2,1.9,2025-12-02 08:00:00
629,9,13.2,52.2,0.0,18.2,1.9,2025-12-02 08:00:00
630,10,13.0,57.2,0.0,18.2,1.9,2025-12-02 08:00:00
631,1,14.4,51.4,0.0,13.8,3.4,2025-12-03 08:00:00
632,2,14.1,53.6,0.0,13.8,3.4,2025-12-03 08:00:00
633,3,16.0,55.3,0.0,13.8,3.4,2025-12-03 08:00:00
634,4,15.0,57.2,0.0,13.8,3.4,2025-12-03 08:00:00
635,5,15.6,58.9,0.0,13.8,3.4,2025-12-03 08:00:00
636,6,14.7,49.3,0.0,13.8,3.4,2025-12-03 08:00:00
637,7,14.4,52.5,0.0,13.8,3.4,2025-12-03 08:00:00
638,8,16.1,53.4,0.0,13.8,3.4,2025-12-03 08:00:00
639,9,14.8,55.1,0.0,13.8,3.4,2025-12-03 08:00:00
640,10,15.3,55.4,0.0,13.8,3.4,2025-12-03 08:00:00
641,1,22.3,61.2,0.0,11.5,1.1,2025-12-04 08:00:00
642,2,20.8,50.2,0.0,11.5,1.1,2025-12-04 08:00:00
643,3,20.9,56.9,0.0,11.5,1.1,2025-12-04 08:00:00
644,4,20.3,54.5,0.0,11.5,1.1,2025-12-04 08:00:00
645,5,19.5,48.8,0.0,11.5,1.1,2025-12-04 08:00:00
646,6,19.9,52.6,0.0,11.5,1.1,2025-12-04 08:00:00
647,7,20.2,54.6,0.0,11.5,1.1,2025-12-04 08:00:00
648,8,20.6,55.1,0.0,11.5,1.1,2025-12-04 08:00:00
649,9,21.3,54.4,0.0,11.5,1.1,2025-12-04 08:00:00
650,10,19.5,53.2,0.0,11.5,1.1,2025-12-04 08:00:00
651,1,17.3,58.5,0.0,12.3,2.9,2025-12-05 08:00:00
652,2,16.9,56.8,0.0,12.3,2.9,2025-12-05 08:00:00
653,3,18.1,58.7,0.0,12.3,2.9,2025-12-05 08:00:00
654,4,16.9,55.5,0.0,12.3,2.9,2025-12-05 08:00:00
655,5,18.0,59.6,0.0,12.3,2.9,2025-12-05 08:00:00
656,6,18.4,56.1,0.0,12.3,2.9,2025-12-05 08:00:00
657,7,18.5,55.1,0.0,12.3,2.9,2025-12-05 08:00:00
658,8,17.9,53.6,0.0,12.3,2.9,2025-12-05 08:00:00
659,9,17.9,57.5,0.0,12.3,2.9,2025-12-05 08:00:00
660,10,18.9,53.0,0.0,12.3,2.9,2025-12-05 08:00:00
661,1,17.5,51.7,0.0,17.4,9.4,2025-12-06 08:00:00
662,2,18.2,57.3,0.0,17.4,9.4,2025-12-06 08:00:00
663,3,17.7,52.7,0.0,17.4,9.4,2025-12-06 08:00:00
664,4,17.4,50.3,0.0,17.4,9.4,2025-12-06 08:00:00
665,5,18.3,56.3,0.0,17.4,9.4,2025-12-06 08:00:00
666,6,16.9,53.8,0.0,17.4,9.4,2025-12-06 08:00:00
667,7,18.0,62.6,0.0,17.4,9.4,2025-12-06 08:00:00
668,8,17.8,54.6,0.0,17.4,9.4,2025-12-06 08:00:00
669,9,18.5,54.9,0.0,17.4,9.4,2025-12-06 08:00:00
670,10,18.9,56.4,0.0,17.4,9.4,2025-12-06 08:00:00
671,1,13.5,56.9,0.0,18.8,10.3,2025-12-07 08:00:00
672,2,13.8,55.6,0.0,18.8,10.3,2025-12-07 08:00:00
673,3,13.8,55.4,0.0,18.8,10.3,2025-12-07 08:00:00
674,4,13.3,57.2,0.0,18.8,10.3,2025-12-07 08:00:00
675,5,13.3,55.8,0.0,18.8,10.3,2025-12-07 08:00:00
676,6,13.2,54.9,0.0,18.8,10.3,2025-12-07 08:00:00
677,7,14.5,52.1,0.0,18.8,10.3,2025-12-07 08:00:00
678,8,13.2,51.9,0.0,18.8,10.3,2025-12-07 08:00:00
679,9,12.6,47.9,0.0,18.8,10.3,2025-12-07 08:00:00
680,10,13.3,60.2,0.0,18.8,10.3,2025-12-07 08:00:00
681,1,17.8,52.9,0.0,16.7,6.4,2025-12-08 08:00:00
682,2,15.9,56.9,0.0,16.7,6.4,2025-12-08 08:00:00
683,3,14.1,55.9,0.0,16.7,6.4,2025-12-08 08:00:00
684,4,16.3,58.5,0.0,16.7,6.4,2025-12-08 08:00:00
685,5,15.9,52.7,0.0,16.7,6.4,2025-12-08 08:00:00
686,6,16.3,55.7,0.0,16.7,6.4,2025-12-08 08:00:00
687,7,16.9,55.0,0.0,16.7,6.4,2025-12-08 08:00:00
688,8,16.7,51.5,0.0,16.7,6.4,2025-12-08 08:00:00
689,9,16.2,53.3,0.0,16.7,6.4,2025-12-08 08:00:00
690,10,16.3,54.8,0.0,16.7,6.4,2025-12-08 08:00:00
691,1,14.1,55.2,0.0,12.6,3.6,2025-12-09 08:00:00
692,2,13.1,51.3,0.0,12.6,3.6,2025-12-09 08:00:00
693,3,13.0,50.4,0.0,12.6,3.6,2025-12-09 08:00:00
694,4,14.7,58.6,0.0,12.6,3.6,2025-12-09 08:00:00
695,5,12.0,54.2,0.0,12.6,3.6,2025-12-09 08:00:00
696,6,12.5,48.0,0.0,12.6,3.6,2025-12-09 08:00:00
697,7,13.4,57.9,0.0,12.6,3.6,2025-12-09 08:00:00
698,8,14.0,53.5,0.0,12.6,3.6,2025-12-09 08:00:00
699,9,14.0,57.3,0.0,12.6,3.6,2025-12-09 08:00:00
700,10,13.1,60.9,0.0,12.6,3.6,2025-12-09 08:00:00
701,1,13.5,54.0,0.0,14.6,3.8,2025-12-10 08:00:00
702,2,13.5,53.7,0.0,14.6,3.8,2025-12-10 08:00:00
703,3,13.6,52.4,0.0,14.6,3.8,2025-12-10 08:00:00
704,4,14.0,56.0,0.0,14.6,3.8,2025-12-10 08:00:00
705,5,13.5,59.0,0.0,14.6,3.8,2025-12-10 08:00:00
706,6,13.0,55.3,0.0,14.6,3.8,2025-12-10 08:00:00
707,7,14.5,56.8,0.0,14.6,3.8,2025-12-10 08:00:00
708,8,11.8,52.5,0.0,14.6,3.8,2025-12-10 08:00:00
709,9,14.9,53.1,0.0,14.6,3.8,2025-12-10 08:00:00
710,10,13.4,45.0,0.0,14.6,3.8,2025-12-10 08:00:00
711,1,21.1,53.9,0.0,12.2,2.6,2025-12-11 08:00:00
712,2,20.3,57.0,0.0,12.2,2.6,2025-12-11 08:00:00
713,3,21.3,53.8,0.0,12.2,2.6,2025-12-11 08:00:00
714,4,23.0,53.9,0.0,12.2,2.6,2025-12-11 08:00:00
715,5,21.1,58.9,0.0,12.2,2.6,2025-12-11 08:00:00
716,6,22.0,53.2,0.0,12.2,2.6,2025-12-11 08:00:00
717,7,20.9,48.5,0.0,12.2,2.6,2025-12-11 08:00:00
718,8,21.3,54.9,0.0,12.2,2.6,2025-12-11 08:00:00
719,9,21.1,53.4,0.0,12.2,2.6,2025-12-11 08:00:00
720,10,20.6,53.2,0.0,12.2,2.6,2025-12-11 08:00:00
721,1,18.3,55.7,0.0,15.1,14.2,2025-12-12 08:00:00
722,2,17.9,57.9,0.0,15.1,14.2,2025-12-12 08:00:00
723,3,18.4,59.5,0.0,15.1,14.2,2025-12-12 08:00:00
724,4,17.0,57.5,0.0,15.1,14.2,2025-12-12 08:00:00
725,5,17.4,60.9,0.0,15.1,14.2,2025-12-12 08:00:00
726,6,16.6,56.3,0.0,15.1,14.2,2025-12-12 08:00:00
727,7,18.5,55.9,0.0,15.1,14.2,2025-12-12 08:00:00
728,8,17.2,56.6,0.0,15.1,14.2,2025-12-12 08:00:00
729,9,18.3,56.8,0.0,15.1,14.2,2025-12-12 08:00:00
730,10,17.7,57.5,0.0,15.1,14.2,2025-12-12 08:00:00
731,1,18.0,53.8,0.0,12.3,1.0,2025-12-13 08:00:00
732,2,19.1,56.0,0.0,12.3,1.0,2025-12-13 08:00:00
733,3,19.8,53.1,0.0,12.3,1.0,2025-12-13 08:00:00
734,4,19.0,59.8,0.0,12.3,1.0,2025-12-13 08:00:00
735,5,18.4,57.1,0.0,12.3,1.0,2025-12-13 08:00:00
736,6,17.8,55.8,0.0,12.3,1.0,2025-12-13 08:00:00
737,7,18.4,54.3,0.0,12.3,1.0,2025-12-13 08:00:00
738,8,18.9,51.9,0.0,12.3,1.0,2025-12-13 08:00:00
739,9,20.1,49.9,0.0,12.3,1.0,2025-12-13 08:00:00
740,10,19.6,54.7,0.0,12.3,1.0,2025-12-13 08:00:00
741,1,22.5,47.3,0.0,16.0,1.0,2025-12-14 08:00:00
742,2,21.6,59.6,0.0,16.0,1.0,2025-12-14 08:00:00
743,3,21.3,47.4,0.0,16.0,1.0,2025-12-14 08:00:00
744,4,22.2,54.7,0.0,16.0,1.0,2025-12-14 08:00:00
745,5,22.2,55.1,0.0,16.0,1.0,2025-12-14 08:00:00
746,6,22.3,56.3,0.0,16.0,1.0,2025-12-14 08:00:00
747,7,22.8,55.8,0.0,16.0,1.0,2025-12-14 08:00:00
748,8,21.0,51.0,0.0,16.0,1.0,2025-12-14 08:00:00
749,9,21.9,55.0,0.0,16.0,1.0,2025-12-14 08:00:00
750,10,20.5,55.0,0.0,16.0,1.0,2025-12-14 08:00:00
751,1,18.3,56.6,0.0,19.0,4.5,2025-12-15 08:00:00
